"id","Gas_Type","Price","Scrape_Date"
"Nevada","Regular","$5.0290",2026-06-08
"Nevada","Mid","$5.3290",2026-06-08
"Nevada","Premium","$5.6280",2026-06-08
"Nevada","Diesel","$5.9250",2026-06-08
"Reno","Regular","$5.2550",2026-06-08
"Reno","Mid","$5.4360",2026-06-08
"Reno","Premium","$5.6680",2026-06-08
"Reno","Diesel","$6.1200",2026-06-08
"Las Vegas","Regular","$5.0310",2026-06-08
"Las Vegas","Mid","$5.3940",2026-06-08
"Las Vegas","Premium","$5.7020",2026-06-08
"Las Vegas","Diesel","$5.9510",2026-06-08
