"id","Gas_Type","Price","Scrape_Date"
"Nevada","Regular","$4.6600",2026-06-29
"Nevada","Mid","$4.9620",2026-06-29
"Nevada","Premium","$5.2550",2026-06-29
"Nevada","Diesel","$5.3710",2026-06-29
"Reno","Regular","$4.9030",2026-06-29
"Reno","Mid","$5.0880",2026-06-29
"Reno","Premium","$5.3170",2026-06-29
"Reno","Diesel","$5.6950",2026-06-29
"Las Vegas","Regular","$4.6600",2026-06-29
"Las Vegas","Mid","$5.0060",2026-06-29
"Las Vegas","Premium","$5.3200",2026-06-29
"Las Vegas","Diesel","$5.3940",2026-06-29
