"id","Gas_Type","Price","Scrape_Date"
"Nevada","Regular","$4.6630",2026-06-28
"Nevada","Mid","$4.9900",2026-06-28
"Nevada","Premium","$5.2670",2026-06-28
"Nevada","Diesel","$5.4070",2026-06-28
"Reno","Regular","$4.9330",2026-06-28
"Reno","Mid","$5.1360",2026-06-28
"Reno","Premium","$5.3590",2026-06-28
"Reno","Diesel","$5.7120",2026-06-28
"Las Vegas","Regular","$4.6570",2026-06-28
"Las Vegas","Mid","$5.0290",2026-06-28
"Las Vegas","Premium","$5.3270",2026-06-28
"Las Vegas","Diesel","$5.4290",2026-06-28
