"id","Gas_Type","Price","Scrape_Date"
"Nevada","Regular","$4.9470",2026-06-12
"Nevada","Mid","$5.2770",2026-06-12
"Nevada","Premium","$5.5500",2026-06-12
"Nevada","Diesel","$5.8130",2026-06-12
"Reno","Regular","$5.1600",2026-06-12
"Reno","Mid","$5.3760",2026-06-12
"Reno","Premium","$5.5830",2026-06-12
"Reno","Diesel","$6.0920",2026-06-12
"Las Vegas","Regular","$4.9530",2026-06-12
"Las Vegas","Mid","$5.3380",2026-06-12
"Las Vegas","Premium","$5.6230",2026-06-12
"Las Vegas","Diesel","$5.8200",2026-06-12
