"id","Gas_Type","Price","Scrape_Date"
"Nevada","Regular","$3.626",2025-01-13
"Nevada","Mid","$3.910",2025-01-13
"Nevada","Premium","$4.173",2025-01-13
"Nevada","Diesel","$3.703",2025-01-13
"Reno","Regular","$3.817",2025-01-13
"Reno","Mid","$3.996",2025-01-13
"Reno","Premium","$4.191",2025-01-13
"Reno","Diesel","$3.655",2025-01-13
"Las Vegas","Regular","$3.645",2025-01-13
"Las Vegas","Mid","$3.972",2025-01-13
"Las Vegas","Premium","$4.238",2025-01-13
"Las Vegas","Diesel","$3.764",2025-01-13
