"id","Gas_Type","Price","Scrape_Date"
"Nevada","Regular","$5.1228",2026-09-15
"Nevada","Mid","$5.4473",2026-09-15
"Nevada","Premium","$5.7386",2026-09-15
"Nevada","Diesel","$6.5764",2026-09-15
"Reno","Regular","$5.4875",2026-09-15
"Reno","Mid","$5.7156",2026-09-15
"Reno","Premium","$5.9096",2026-09-15
"Reno","Diesel","$6.9028",2026-09-15
"Las Vegas","Regular","$5.0854",2026-09-15
"Las Vegas","Mid","$5.4593",2026-09-15
"Las Vegas","Premium","$5.7702",2026-09-15
"Las Vegas","Diesel","$6.5308",2026-09-15
