"id","Gas_Type","Price","Scrape_Date"
"Nevada","Regular","$4.554",2026-03-14
"Nevada","Mid","$4.836",2026-03-14
"Nevada","Premium","$5.080",2026-03-14
"Nevada","Diesel","$5.050",2026-03-14
"Reno","Regular","$4.811",2026-03-14
"Reno","Mid","$5.011",2026-03-14
"Reno","Premium","$5.226",2026-03-14
"Reno","Diesel","$5.328",2026-03-14
"Las Vegas","Regular","$4.635",2026-03-14
"Las Vegas","Mid","$4.944",2026-03-14
"Las Vegas","Premium","$5.199",2026-03-14
"Las Vegas","Diesel","$5.044",2026-03-14
