"id","Gas_Type","Price","Scrape_Date"
"Nevada","Regular","$4.9622",2026-09-06
"Nevada","Mid","$5.2543",2026-09-06
"Nevada","Premium","$5.5556",2026-09-06
"Nevada","Diesel","$6.2675",2026-09-06
"Reno","Regular","$5.2459",2026-09-06
"Reno","Mid","$5.4057",2026-09-06
"Reno","Premium","$5.6565",2026-09-06
"Reno","Diesel","$6.4606",2026-09-06
"Las Vegas","Regular","$4.9526",2026-09-06
"Las Vegas","Mid","$5.3088",2026-09-06
"Las Vegas","Premium","$5.6216",2026-09-06
"Las Vegas","Diesel","$6.2754",2026-09-06
