"id","Gas_Type","Price","Scrape_Date"
"Nevada","Regular","$4.9280",2026-06-14
"Nevada","Mid","$5.2270",2026-06-14
"Nevada","Premium","$5.5420",2026-06-14
"Nevada","Diesel","$5.7730",2026-06-14
"Reno","Regular","$5.1430",2026-06-14
"Reno","Mid","$5.2980",2026-06-14
"Reno","Premium","$5.5500",2026-06-14
"Reno","Diesel","$6.0190",2026-06-14
"Las Vegas","Regular","$4.9390",2026-06-14
"Las Vegas","Mid","$5.2990",2026-06-14
"Las Vegas","Premium","$5.6190",2026-06-14
"Las Vegas","Diesel","$5.7840",2026-06-14
