"id","Gas_Type","Price","Scrape_Date"
"Nevada","Regular","$4.9650",2026-06-11
"Nevada","Mid","$5.2870",2026-06-11
"Nevada","Premium","$5.5740",2026-06-11
"Nevada","Diesel","$5.8400",2026-06-11
"Reno","Regular","$5.1950",2026-06-11
"Reno","Mid","$5.3860",2026-06-11
"Reno","Premium","$5.6040",2026-06-11
"Reno","Diesel","$6.1000",2026-06-11
"Las Vegas","Regular","$4.9700",2026-06-11
"Las Vegas","Mid","$5.3490",2026-06-11
"Las Vegas","Premium","$5.6490",2026-06-11
"Las Vegas","Diesel","$5.8530",2026-06-11
