"id","Gas_Type","Price","Scrape_Date"
"Nevada","Regular","$5.0480",2026-06-06
"Nevada","Mid","$5.3780",2026-06-06
"Nevada","Premium","$5.6540",2026-06-06
"Nevada","Diesel","$5.9530",2026-06-06
"Reno","Regular","$5.2980",2026-06-06
"Reno","Mid","$5.4860",2026-06-06
"Reno","Premium","$5.6850",2026-06-06
"Reno","Diesel","$6.1940",2026-06-06
"Las Vegas","Regular","$5.0480",2026-06-06
"Las Vegas","Mid","$5.4450",2026-06-06
"Las Vegas","Premium","$5.7340",2026-06-06
"Las Vegas","Diesel","$5.9740",2026-06-06
