"id","Gas_Type","Price","Scrape_Date"
"Nevada","Regular","$4.212",2026-03-09
"Nevada","Mid","$4.492",2026-03-09
"Nevada","Premium","$4.765",2026-03-09
"Nevada","Diesel","$4.684",2026-03-09
"Reno","Regular","$4.517",2026-03-09
"Reno","Mid","$4.729",2026-03-09
"Reno","Premium","$4.924",2026-03-09
"Reno","Diesel","$5.006",2026-03-09
"Las Vegas","Regular","$4.269",2026-03-09
"Las Vegas","Mid","$4.585",2026-03-09
"Las Vegas","Premium","$4.867",2026-03-09
"Las Vegas","Diesel","$4.668",2026-03-09
