"id","Gas_Type","Price","Scrape_Date"
"Nevada","Regular","$4.6730",2026-06-27
"Nevada","Mid","$5.0020",2026-06-27
"Nevada","Premium","$5.2760",2026-06-27
"Nevada","Diesel","$5.4200",2026-06-27
"Reno","Regular","$4.9550",2026-06-27
"Reno","Mid","$5.1370",2026-06-27
"Reno","Premium","$5.3840",2026-06-27
"Reno","Diesel","$5.7270",2026-06-27
"Las Vegas","Regular","$4.6610",2026-06-27
"Las Vegas","Mid","$5.0450",2026-06-27
"Las Vegas","Premium","$5.3270",2026-06-27
"Las Vegas","Diesel","$5.4430",2026-06-27
