"id","Gas_Type","Price","Scrape_Date"
"Nevada","Regular","$4.7820",2026-06-21
"Nevada","Mid","$5.0960",2026-06-21
"Nevada","Premium","$5.3840",2026-06-21
"Nevada","Diesel","$5.5600",2026-06-21
"Reno","Regular","$5.0250",2026-06-21
"Reno","Mid","$5.2290",2026-06-21
"Reno","Premium","$5.4520",2026-06-21
"Reno","Diesel","$5.8770",2026-06-21
"Las Vegas","Regular","$4.7790",2026-06-21
"Las Vegas","Mid","$5.1510",2026-06-21
"Las Vegas","Premium","$5.4560",2026-06-21
"Las Vegas","Diesel","$5.5650",2026-06-21
