"id","Gas_Type","Price","Scrape_Date"
"Nevada","Regular","$4.8910",2026-06-16
"Nevada","Mid","$5.2160",2026-06-16
"Nevada","Premium","$5.4990",2026-06-16
"Nevada","Diesel","$5.7310",2026-06-16
"Reno","Regular","$5.1080",2026-06-16
"Reno","Mid","$5.3010",2026-06-16
"Reno","Premium","$5.5220",2026-06-16
"Reno","Diesel","$5.9820",2026-06-16
"Las Vegas","Regular","$4.8990",2026-06-16
"Las Vegas","Mid","$5.2800",2026-06-16
"Las Vegas","Premium","$5.5790",2026-06-16
"Las Vegas","Diesel","$5.7430",2026-06-16
