"id","Gas_Type","Price","Scrape_Date"
"Nevada","Regular","$5.0780",2026-06-05
"Nevada","Mid","$5.4080",2026-06-05
"Nevada","Premium","$5.6890",2026-06-05
"Nevada","Diesel","$5.9770",2026-06-05
"Reno","Regular","$5.3330",2026-06-05
"Reno","Mid","$5.5100",2026-06-05
"Reno","Premium","$5.7360",2026-06-05
"Reno","Diesel","$6.2120",2026-06-05
"Las Vegas","Regular","$5.0830",2026-06-05
"Las Vegas","Mid","$5.4750",2026-06-05
"Las Vegas","Premium","$5.7680",2026-06-05
"Las Vegas","Diesel","$5.9990",2026-06-05
