"id","Gas_Type","Price","Scrape_Date"
"Nevada","Regular","$4.9881",2026-09-09
"Nevada","Mid","$5.2871",2026-09-09
"Nevada","Premium","$5.5993",2026-09-09
"Nevada","Diesel","$6.2971",2026-09-09
"Reno","Regular","$5.3111",2026-09-09
"Reno","Mid","$5.4847",2026-09-09
"Reno","Premium","$5.7472",2026-09-09
"Reno","Diesel","$6.5466",2026-09-09
"Las Vegas","Regular","$4.9671",2026-09-09
"Las Vegas","Mid","$5.3160",2026-09-09
"Las Vegas","Premium","$5.6388",2026-09-09
"Las Vegas","Diesel","$6.2890",2026-09-09
