"id","Gas_Type","Price","Scrape_Date"
"Nevada","Regular","$3.363",2026-01-22
"Nevada","Mid","$3.671",2026-01-22
"Nevada","Premium","$3.948",2026-01-22
"Nevada","Diesel","$3.644",2026-01-22
"Reno","Regular","$3.526",2026-01-22
"Reno","Mid","$3.734",2026-01-22
"Reno","Premium","$3.952",2026-01-22
"Reno","Diesel","$3.688",2026-01-22
"Las Vegas","Regular","$3.420",2026-01-22
"Las Vegas","Mid","$3.763",2026-01-22
"Las Vegas","Premium","$4.046",2026-01-22
"Las Vegas","Diesel","$3.711",2026-01-22
