"id","Gas_Type","Price","Scrape_Date"
"Nevada","Regular","$5.0817",2026-09-13
"Nevada","Mid","$5.3976",2026-09-13
"Nevada","Premium","$5.6943",2026-09-13
"Nevada","Diesel","$6.5263",2026-09-13
"Reno","Regular","$5.4185",2026-09-13
"Reno","Mid","$5.5923",2026-09-13
"Reno","Premium","$5.8227",2026-09-13
"Reno","Diesel","$6.8320",2026-09-13
"Las Vegas","Regular","$5.0547",2026-09-13
"Las Vegas","Mid","$5.4213",2026-09-13
"Las Vegas","Premium","$5.7392",2026-09-13
"Las Vegas","Diesel","$6.4852",2026-09-13
