"id","Gas_Type","Price","Scrape_Date"
"Nevada","Regular","$4.9120",2026-06-15
"Nevada","Mid","$5.2120",2026-06-15
"Nevada","Premium","$5.5280",2026-06-15
"Nevada","Diesel","$5.7490",2026-06-15
"Reno","Regular","$5.1310",2026-06-15
"Reno","Mid","$5.2950",2026-06-15
"Reno","Premium","$5.5140",2026-06-15
"Reno","Diesel","$6.0020",2026-06-15
"Las Vegas","Regular","$4.9170",2026-06-15
"Las Vegas","Mid","$5.2800",2026-06-15
"Las Vegas","Premium","$5.6080",2026-06-15
"Las Vegas","Diesel","$5.7620",2026-06-15
