"id","Gas_Type","Price","Scrape_Date"
"Nevada","Regular","$5.099",2026-04-29
"Nevada","Mid","$5.390",2026-04-29
"Nevada","Premium","$5.707",2026-04-29
"Nevada","Diesel","$6.144",2026-04-29
"Reno","Regular","$5.311",2026-04-29
"Reno","Mid","$5.510",2026-04-29
"Reno","Premium","$5.745",2026-04-29
"Reno","Diesel","$6.392",2026-04-29
"Las Vegas","Regular","$5.165",2026-04-29
"Las Vegas","Mid","$5.511",2026-04-29
"Las Vegas","Premium","$5.824",2026-04-29
"Las Vegas","Diesel","$6.196",2026-04-29
