"id","Gas_Type","Price","Scrape_Date"
"Nevada","Regular","$4.7490",2026-06-23
"Nevada","Mid","$5.0750",2026-06-23
"Nevada","Premium","$5.3590",2026-06-23
"Nevada","Diesel","$5.5330",2026-06-23
"Reno","Regular","$5.0160",2026-06-23
"Reno","Mid","$5.2430",2026-06-23
"Reno","Premium","$5.4460",2026-06-23
"Reno","Diesel","$5.8410",2026-06-23
"Las Vegas","Regular","$4.7420",2026-06-23
"Las Vegas","Mid","$5.1170",2026-06-23
"Las Vegas","Premium","$5.4080",2026-06-23
"Las Vegas","Diesel","$5.5370",2026-06-23
