"id","Gas_Type","Price","Scrape_Date"
"Nevada","Regular","$4.7680",2026-06-22
"Nevada","Mid","$5.0800",2026-06-22
"Nevada","Premium","$5.3880",2026-06-22
"Nevada","Diesel","$5.5440",2026-06-22
"Reno","Regular","$5.0030",2026-06-22
"Reno","Mid","$5.2520",2026-06-22
"Reno","Premium","$5.4490",2026-06-22
"Reno","Diesel","$5.8360",2026-06-22
"Las Vegas","Regular","$4.7660",2026-06-22
"Las Vegas","Mid","$5.1210",2026-06-22
"Las Vegas","Premium","$5.4410",2026-06-22
"Las Vegas","Diesel","$5.5560",2026-06-22
