"id","Gas_Type","Price","Scrape_Date"
"Nevada","Regular","$5.0320",2026-06-07
"Nevada","Mid","$5.3500",2026-06-07
"Nevada","Premium","$5.6390",2026-06-07
"Nevada","Diesel","$5.9450",2026-06-07
"Reno","Regular","$5.2760",2026-06-07
"Reno","Mid","$5.4420",2026-06-07
"Reno","Premium","$5.6730",2026-06-07
"Reno","Diesel","$6.1800",2026-06-07
"Las Vegas","Regular","$5.0360",2026-06-07
"Las Vegas","Mid","$5.4180",2026-06-07
"Las Vegas","Premium","$5.7180",2026-06-07
"Las Vegas","Diesel","$5.9660",2026-06-07
